business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,sku,delivery_time,current_stock,status,enable_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
liteelectronicsltd,T15 Earbuds TWS Haylou - Black,Piece,1,haylou,electronic-accessori,audio,,1950,0,,,,,,5,,10080,,active,,"<p>Main Feature
Frequency
20-20000Hz
Impedance
32 ohms
Sound level/Sensitivity
high-sensitivity Hall switch control
Signal/Noise
DSP Smart Noise Isolation
Connection Type
Wireless
Others
Standby time: 110h
Charging Time: 4h
Battery Type: Li-ion Battery
Music Time: 60h
Physical Specification
Connector
Bluetooth
Drivers
6 mm dynamic driver
Weight
3.7(57)grams
Warranty
Warranty 90Day</P>",,,,,,,
liteelectronicsltd,T17 Earbuds TWS Haylou - Black,Piece,1,haylou,electronic-accessori,audio,,2790,0,,,,,,5,,10080,,active,,"<p>Product Type: Earphone
Brand: Haylou
Model: T17
Color: Black
Qualcomm: QCC3020
Compatibility: iOS and Android
Weight: 6.9g (Single Earbud)
Wireless: Yes
Bluetooth version: 5.0
Master-Slave Switch: Yes
Transmission Distance: 10m
Audio Coding: aptX and AAC
Charging Interface: Type C & Wireless Charging Supporte
Continuous Playtime: about 7 hours
Battery Life (Combined Playback): 30 hours
Batter Type: Polymer Lithium Battery
Earbuds Charging Time: About 2 hours
Charging Case Charging Time: About 3 hours
Single Earbud Battery Capacity: 55mAh
Charging Case Capacity: 600mAh
Water-resistance: IPX7
Input Parameter: 5V = 150mA
Output Parameter: 5V = 150m
Earbud Dimension: 48.5 x 41.5 x 24.5mm
Charging case dimension: 75 x 75 x 41.5mm
Package weight: 0.1200 kg
Package size (L x W x H): 11.00 x 8.00 x 5.50 cm
Professional Anti-slip Earhooks with 15° inward tilt is specially designed for sports.It is stable comfortable and not slippery when sweating and will not fall off during strenuous exercise.
IPX7 Professional WaterproofT17 can effectively prevent sweat and rain from damaging the earphone components and easily cope with high-intensity sports and outdoor special situations.
T17 offers faster transmission and lower power consumption with Qualcomm Bluetooth 5.0 chip. Enjoy music and games better without dropouts.
30H Long Battery Life. The earphones can be used for 6 hours when fully charged and total battery life is up to 30 hours with the use of charging case.
Warranty
Warranty 90Day</P>",,,,,,,
liteelectronicsltd,LS02 Smart Watch,Piece,1,haylou,electronic-accessori,smart-watches,,2150,0,,,,,,5,,10080,,active,,"<p>HAYLOU (LS02) Smart Watch 2 is a classic example of a stylish modern smartwatch.

They have everything you need for this type of gadget:

Large convenient display with a diagonal of 1.4 inches and a resolution of 320x320 pixels.
Protection against moisture and dust according to IP68 standard.
Bluetooth 5.0 support.
12 different sports modes.
24/7 heart rate monitoring sensor.
Sleep monitoring function.
Built-in 260 mAh battery providing good battery life of the gadget.
Lightweight - only 38 grams.
Warranty
Warranty 90Day</P>",,,,,,,
liteelectronicsltd,LS05 Smart Watch_L                       RUDra,Piece,1,haylou,electronic-accessori,smart-watches,,2750,0,,,,,,5,,10080,,active,,"<p>HAYLOU (LS05) Smart Watch Solar is a classic example of a stylish modern smartwatch.

They have everything you need for this type of gadget:

Large convenient display with a diagonal of 1.28 inches TFT-matrix and a resolution of 240x240 pixels.
Protection against moisture and dust according to IP68 standard.
Bluetooth 5.0 support.
9 different sports modes.
24/7 heart rate monitoring sensor.
Sleep monitoring function.
Built-in 340 mAh battery that allows you to work up to 14 days (depending on the intensity of use).
Lightweight - only 54 grams.
And of course a gorgeous design!
Warranty
Warranty 90Day</P>",,,,,,,
liteelectronicsltd,JBL T115 TWS  Earbuds (Black),Piece,1,jbl,electronic-accessori,audio,,775,0,,,,,,5,,10080,,active,,"<p>Bluetooth version5
Driver size (mm)5.8

AUDIO SPECIFICATIONS
Driver sensitivity at 1kHz/1mW (dB)96
Dynamic frequency response range (Hz)20 Hz – 20 kHz
Impedance (ohms)14

DIMENSIONS
Weight (g)73
Weight (oz)2.6

CONTROL AND CONNECTION SPECIFICATIONS
Bluetooth profilesA2DP 1.3, AVRCP 1.5, HFP V1.7
Bluetooth frequency2.402 GHz – 2.480 GHz
Bluetooth transmitted modulationGFSK, _x001F_/4 DQPSK, 8DPSK
Bluetooth transmitter power< 12 dBm

BATTERY
Battery Type85 mAh / 3.7 V DC
Charging time (hours from empty)2
Maximum play time (hours)6

FEATURES
Bluetooth Yes
Voice Assistant Yes
Built-in Microphone Yes
Charging case Yes
Hands Free Call Yes
JBL Pure Bass Sound Yes
True Wireless Yes

WARRANTY 
6 months warranty</p>",,,,,,,
liteelectronicsltd,JBL T215 TWS  Earbuds (Black),Piece,1,jbl,electronic-accessori,audio,,6988,0,,,,,,5,,10080,,active,,"<p>Product Description:
Product Type: Earphone
GENERAL SPECIFICATIONS
<p>JBL Tune 215TWS True Wireless Earbuds

Key Features
• 6mm Drivers & JBL Pure Bass Sound
• Up to 5 Hours of Playback
• Charging Case with 20 Additional Hours
• Built-In Mic for Hands-Free Calls

Specifications:
• Brand: JBL
• Model No: 115
• Product Type: Earbuds

Headphone
• Earpiece Design: In-Ear (Intra-Aural)
• Driver Type: Dynamic
• Driver Size: 0.2? / 6 mm
• Impedance: 14 Ohms
• Active Noise Cancellation: Yes

Performance
• Frequency Response: 20 Hz to 20 kHz (Wireless)
• Sensitivity: 108 dB SPL at 1 kHz / 1 mW
• Maximum Sound Pressure Level (SPL): 95 dB

Microphone
• Noise Canceling: Not Specified by Manufacturer
• Sensitivity: -30 dBV/Pa at 1 kHz

Wireless Connectivity
• Wireless Modulation: Bluetooth: ?/4 DQPSK, 8DPSK, GFSK
• Bluetooth Profiles: A2DP 1.3, AVRCP 1.6, HFP 1.7
• Bluetooth: 5.0
• Frequency    Bluetooth: 2.4 GHz (2.4 to 2.4835 MHz)
• Transmitter Power: 6 dBm

Battery
• Battery Chemistry: Lithium-Ion Polymer (LiPo)
• Capacity (mAh): 55 mAh
• Runtime: 5 Hours (BT)
• Recharge Time: 2 Hours
• DC Input Power: 5 VDC at 1 A
• Wireless Charging: None
• Charging Port: Pins

Charging Case
• Additional Runtime: 20 Hours
• Capacity: 660 mAh
• Charging Interface: USB Type-C</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Charge 4 (Black),Piece,1,jbl,electronic-accessori,audio,,8613,0,,,,,,5,,10080,,active,,"<p>Product Description:
Product Type: Speaker
Battery capacity (mAh): 7,50
Charging time (hrs): 5.5
Dimensions (cm)22 x 9.5 x 9.3
Music playing time (hrs): 20
Output power (W): 30
Frequency response: 60Hz–20kHz
Signal-to-noise ratio: >80dB
Bluetooth version: 4.2
Weight (kgs)0.96
3.5 mm audio cable Input: Yes
Auto power off: Yes
Bluetooth: Yes
JBL Connect+: Yes
Powerbank: Yes
Speakerphone: No
Voice Assistant integration: No
Waterproof: Yes
Warranty: 6 Month</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Clip 4 (Black),Piece,1,jbl,electronic-accessori,audio,,16238,0,,,,,,5,,10080,,active,,"<p>JBL Pro Sound delivers surprisingly rich audio and punchy bass in a Clip 4 compact size.
The JBL Clip 4’s ultra-portable design blends well with the latest styles, and its colorful fabrics and expressive details make it look as cool as it sounds.
With the redesigned JBL Clip 4 carabiner that is built into the loudspeaker itself for added protection, you can hook it up and explore the world.
Stream music wirelessly from your phone, tablet, or any other Bluetooth enabled device.
The JBL Clip 4 is water and dust resistant, so you can take your speaker anywhere.
Power supply type: battery operated
Included Components: JBL Clip 4, USB Type-C Cable, Quick Start Guide, Warranty Card, Safety Sheet
Cool, portable, and waterproof. The vibrant fresh looking JBL Clip 4 delivers surprisingly rich JBL Original Pro Sound in a compact package. The unique oval shape fits easy in your hand. Fully wrapped in colorful fabrics with expressive details inspired by current street fashion, it’s easy to match your style. The fully integrated carabiner hooks instantly to bags, belts, or buckles, to bring your favorite tunes anywhere. Waterproof, dustproof, and up to 10 hours of playtime, it’s rugged enough to tag along wherever you explore.

PROS
Crisp, rich audio that can get loud for the size
Fully waterproof design
Built-in carabiner
CONS
Limited onboard controls
No aux input or speakerphone
JBL CLIP 4 SPECS
Channels Mono
Bluetooth Yes
Wi-Fi No
ALL SPECS
JBL seems to make a portable Bluetooth speaker for every budget and need, some of which are massive, but the Clip series has always been about being easy to take anywhere. The new $69.95 JBL Clip 4 has a built-in carabiner and a fully waterproof build. It’s meant for the great outdoors, and delivers solid sound without weighing you down. As you might expect, a speaker this size and price isn’t going to deliver a bass bonanza, nor does it pack a ton of extra features. But the Clip 4 gets the important stuff right, delivering crisp, rich audio from a waterproof enclosure, making it a solid, budget-friendly portable option.
A Go-Anywhere Design
Measuring 5.3 by 3.4 by 1.8 inches (HWD) and weighing in at roughly half a pound, the Clip 4 is available in nine color options—some patterned—including black, blue, camo, gray, pink, and red. The rounded front and back panels are covered in grille that protects a single 40mm, 5-watt driver. A built-in carabiner frames the top portion of the speaker, and a USB-C port is located at the bottom.

The front panel has a huge JBL logo rising from the grille, with buttons above it for play/pause and volume down/up. A double press of the play button skips forward a track, but there’s no backward track function, oddly. There’s a dedicated power button on the left side panel, as well as a Bluetooth pairing button. On the back panel, there are rubberized strips to keep the speaker stable when lying flat on desktops.</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Clip 4 (Red),Piece,1,jbl,electronic-accessori,audio,,6488,0,,,,,,5,,10080,,active,,"<p>JBL Clip 4 Portable Bluetooth Speaker
 
Specifications:
Brand: JBL
Model No: Clip 4
Product Type: Speaker
Frequency Response: 100Hz-20kHz
Noise Ratio: >85dB
Amplifier Power: 5 W RMS
Others: Transducer: 40mm / 1.5""
Dimension: 86.30mm*134.50mm*46.0mm / 3.4 x 5.3 x 1.8”
Connection Type: Bluetooth version: 5.1

Power Source
Battery capacity / voltage: 3.885Wh
Battery Life: up to 10 hours</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Clip 4 (Squad),Piece,1,jbl,electronic-accessori,audio,,6488,0,,,,,,5,,10080,,active,,"<p>Main Features
Type
Ultra-portable Waterproof Speaker
Frequency Response
100Hz-20kHz
Noise Ratio
>85dB
Amplifier Power
5 W RMS
Others
Transducer: 40mm / 1.5""
Physical Spec
Dimension
86.30mm*134.50mm*46.0mm / 3.4 x 5.3 x 1.8”
Weight
0.239 kg/ 0.527 lbs
Color
Black (JBLCLIP4BLKAM)
Gray (JBLCLIP4GRY)
Squad (JBLCLIP4SQUAD)
White (JBLCLIP4WHT)
Connection Type
Bluetooth version: 5.1
Power Source
Battery capacity / voltage
3.885Wh
Battery Life
up to 10 hours
Type
Lithium-ion polymer
Manufacture Warranty
Warranty
6 Months
 warranty</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL GO 3 (Black),Piece,1,jbl,electronic-accessori,audio,,6488,0,,,,,,5,,10080,,active,,"<p>Features
Built-in hang loop

Brand
JBL

Manufacturer Part Number
JBLGO3BLKAM

Manufacturer
Harman

Assembled Product Weight
0.55 lb

Color
Black

Model
3

Assembled Product Dimensions (L x W x H)
3.40 x 1.60 x 2.70 Inches</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL GO 3 (Blue),Piece,1,jbl,electronic-accessori,audio,,4363,0,,,,,,5,,10080,,active,,"<p>Features
Built-in hang loop

Brand
JBL

Manufacturer Part Number
JBLGO3BLKAM

Manufacturer
Harman

Assembled Product Weight
0.55 lb

Color
Blue

Model
3

Assembled Product Dimensions (L x W x H)
3.40 x 1.60 x 2.70 Inches</p>

",,,,,,,
liteelectronicsltd,BTSPEAKER JBL GO 3 (Red),Piece,1,jbl,electronic-accessori,audio,,4363,0,,,,,,5,,10080,,active,,"<p>Bluetooth version: 5.1
Bluetooth profile: A2DP 1.3, AVRCP 1.6
Bluetooth frequency: 2402 MHz ? 2480 MHz
Output power: 4.2 W RMS
Transducer: 43 x 47 mm
Weight: 0.209 kg
Battery type: Li-ion polymer 2.7Wh
Battery charge time: 2.5 hours
Music play time: 5 hours
Frequency response: 110 Hz - 20 kHz
Signal-to-noise ratio: > 85 dB</p>",,,,,,,
liteelectronicsltd,JBL BT Speaker Flip 5 (Black),Piece,1,jbl,electronic-accessori,audio,,4363,0,,,,,,5,,10080,,active,,"<p>Bluetooth version: 5.1
Bluetooth profile: A2DP 1.3, AVRCP 1.6
Bluetooth frequency: 2402 MHz ? 2480 MHz
Output power: 4.2 W RMS
Transducer: 43 x 47 mm
Weight: 0.209 kg
Battery type: Li-ion polymer 2.7Wh
Battery charge time: 2.5 hours
Music play time: 5 hours
Frequency response: 110 Hz - 20 kHz
Signal-to-noise ratio: > 85 dB</p>",,,,,,,
liteelectronicsltd,JBL BT Speaker Flip 5 (Blue),Piece,1,jbl,electronic-accessori,audio,,11063,0,,,,,,5,,10080,,active,,"<p>Bluetooth version: 5.1
Bluetooth profile: A2DP 1.3, AVRCP 1.6
Bluetooth frequency: 2402 MHz ? 2480 MHz
Output power: 4.2 W RMS
Transducer: 43 x 47 mm
Weight: 0.209 kg
Battery type: Li-ion polymer 2.7Wh
Battery charge time: 2.5 hours
Music play time: 5 hours
Frequency response: 110 Hz - 20 kHz
Signal-to-noise ratio: > 85 dB</p>",,,,,,,
liteelectronicsltd,JBL BT Speaker Flip 5 (Grey),Piece,1,jbl,electronic-accessori,audio,,11063,0,,,,,,5,,10080,,active,,"<p>General Specifications:
Bluetooth: 4.2
Bluetooth transmit power: 0-11dBm
Bluetooth frequency range: 2,402 - 2,480 GHz
Bluetooth transmission modulation: GFSK, ? /4 DQPSK, 8DPSK
Supports: A2DP V1.3, AVRCP V1.6, HFP V1.6, HSP V1.2
Transducer: 44 x 80 mm
Output Power: 20W RMS
Frequency Response: 65Hz - 20kHz
Signal to Noise Ratio:> 80dB
IPX7 water resistant
Battery:
Type: Lithium Polymer (3.6V, 4800mAh)
Charging Time: 2.5 hours @ 5V3A
Autonomy: 12h Approx. (depending on volume)
Colour: grey
Dimensions and weight:
Dimensions: 18.1 x 6.9 x 7.4 cm
Weight: 540 g</p>
",,,,,,,
liteelectronicsltd,JBL BT Speaker Flip 5 (Sand),Piece,1,jbl,electronic-accessori,audio,,11063,0,,,,,,5,,10080,,active,,"<p>Take your tunes on the go with the powerful JBL Flip 5. Our lightweight Bluetooth speaker goes anywhere. Bad weather? Not to worry. With its waterproof design, you can rock out to our signature sound rain or shine. 
Move more. Pair two JBL PartyBoost-compatible speakers together for stereo sound or link multiple JBL PartyBoost-compatible speakers to create a bigger party. Enjoy up to 12 hours of play time for your favorite music.
 Stand it vertical or horizontal and be bold with your choice of 11 vibrant colors.</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Pulse 4 (Black),Piece,1,jbl,electronic-accessori,audio,,11063,0,,,,,,5,,10080,,active,,"<p>Product Type: Speaker
Main Features
Type Portable Bluetooth Speaker
Frequency Response 70Hz – 20kHz
Noise Ratio >80dB
Amplifier Power 20W RMS
Physical Spec
Dimension 9.6 x 9.6 x 20.7 cm
Weight 1.26 kg
Color Black
Connection Type Bluetooth version 4.2
Power Source
Battery capacity / voltage 26 Wh (3.6V, 7260mAh)
Battery Life 12 hrs
Type Lithium-ion polymer
Warranty: 6 Months</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Xtreme (Squad),Piece,1,jbl,electronic-accessori,audio,,22489,0,,,,,,5,,10080,,active,,"<p>Powerful sound, now transportable
JBL Xtreme is the ultimate portable Bluetooth speaker that effortlessly delivers earth-shaking, powerful stereo sound by incorporating four active transducers and two visible JBL Bass Radiators. Packing a massive rechargeable 10,000mAh Li-ion battery that supports up to 15 hours of playtime and dual USB charge out, this speaker easily keeps your music and your devices going for as long as you need them to. You can trust JBL Xtreme to bring the excitement wherever you need it – whether indoors or outdoors, poolside party or backyard barbeque – with its splashproof fabric design that’s available in black, blue, or red. It also features a noise and echo cancelling speakerphone for clear conference calls, and JBL Connect that can wirelessly link multiple JBL Connect enabled speakers together to amplify the listening experience.</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Xtreme 3 (Black),Piece,1,jbl,electronic-accessori,audio,,22489,0,,,,,,5,,10080,,active,,"<p>Product Type: Speaker
Main Features
Signal / noise ratio > 80 dB
Frequency response 53.5 Hz - 20k Hz
Physical Spec
Dimension 298.5 x 136 x 134 mm / 11.75 x 5.35 x 5.28""
Weight 1.968kg
Bluetooth Bluetooth 5.1
USB USB-A output: 5V / 2.0A (maximum)
USB-C output: 5V / 1.5A (maximum)
Power Source
Battery Li-ion 36.3Wh
Power 5V/9V/12V/15V/20V, 3A
Warranty: 6 Months</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Xtreme 3 (Blue),Piece,1,jbl,electronic-accessori,audio,,32489,0,,,,,,5,,10080,,active,,"<p>Product Type: Speaker
Main Features
Signal / noise ratio > 80 dB
Frequency response 53.5 Hz - 20k Hz
Physical Spec
Dimension 298.5 x 136 x 134 mm / 11.75 x 5.35 x 5.28""
Weight 1.968kg
Bluetooth Bluetooth 5.1
USB USB-A output: 5V / 2.0A (maximum)
USB-C output: 5V / 1.5A (maximum)
Power Source
Battery Li-ion 36.3Wh
Power 5V/9V/12V/15V/20V, 3A
Warranty: 6 Months</p>",,,,,,,
liteelectronicsltd,JBL Speaker Party Box 100,Piece,1,jbl,electronic-accessori,audio,,32489,0,,,,,,5,,10080,,active,,"<p>Bring the party with the portable power of JBL PartyBox 100. Ignite the night. Pick the perfect light show or let the music choose the mood. Mix it up.
 Pop in a playlist from your USB stick or stream from a Bluetooth-compatible device. Rock out on the fly with mic and guitar inputs. Find your sweet spot.
 Mount your speaker on a pole and immerse the room in dynamic JBL sound. Go all night with up to 12 hours of battery life. Plug your speaker into the wall to keep the tunes flowing.</p>",,,,,,,
liteelectronicsltd,JBL Speaker Party Box 310,Piece,1,jbl,electronic-accessori,audio,,52489,0,,,,,,5,,10080,,active,,"<p>Incredible JBL Sound with a Dazzling Light Show
Huge sound, dazzling lights and unbelievable power set this speaker apart from the crowd. The JBL PartyBox 310 packs a full party into a transportable, splashproof sound machine like no other. 
Turn up your favorite playlists anywhere, from get-togethers at home to dance parties on the beach. 
Bring big party vibes with 240 watts of JBL Pro Sound and a synced light show that grooves to the beat. Plug in and keep the fun going all night or wheel over to the campfire and take advantage of its impressive 18-hour battery life. 
Start a party with the JBL PartyBox 310.</p>",,,,,,,
liteelectronicsltd,JBL Headphone T500BT (Black),Piece,1,jbl,electronic-accessori,audio,,84989,0,,,,,,5,,10080,,active,,"<p>WIRELESS BLUETOOTH & MULTI-POINT CONNECTIONS: Wirelessly stream high-quality sound from your smartphone without messy cords. Allows you to effortlessly switch from one Bluetooth device to another.
JBL PURE BASS SOUND: Wireless headphone features the renowned JBL Pure Bass sound, which can be found in the most famous venues all around the world.
HANDS FREE CALLS: Easily control your sound and manage your calls from your bluetooth headphones with the convenient 1-button remote with microphone.
UP TO 16 HOUR BATTERY LIFE WITH SPEED CHARGE: For long-lasting fun, listen wirelessly for up to 16 hours and recharge the battery in as little as 2 hours. A quick 5-minute recharge gives you an additional hour of music.
COMFORT FIT DESIGN: The lightweight materials and soft ear cushions with a padded headband make the bluetooth headphones comfortable to wear for extended periods. The foldable design makes it convenient for you to carry your headphones anywhere and anytime you want music.
PLEASE NOTE: Before use please fully charge the headphone with the supplied cable as well as make sure your device is fully updated to the latest Bluetooth version</p>",,,,,,,
liteelectronicsltd,JBL Headphone T500BT,Piece,1,jbl,electronic-accessori,audio,,5188,0,,,,,,5,,10080,,active,,"<p>WIRELESS BLUETOOTH & MULTI-POINT CONNECTIONS: Wirelessly stream high-quality sound from your smartphone without messy cords. Allows you to effortlessly switch from one Bluetooth device to another.
JBL PURE BASS SOUND: Wireless headphone features the renowned JBL Pure Bass sound, which can be found in the most famous venues all around the world.
HANDS FREE CALLS: Easily control your sound and manage your calls from your bluetooth headphones with the convenient 1-button remote with microphone.
UP TO 16 HOUR BATTERY LIFE WITH SPEED CHARGE: For long-lasting fun, listen wirelessly for up to 16 hours and recharge the battery in as little as 2 hours. A quick 5-minute recharge gives you an additional hour of music.
COMFORT FIT DESIGN: The lightweight materials and soft ear cushions with a padded headband make the bluetooth headphones comfortable to wear for extended periods. The foldable design makes it convenient for you to carry your headphones anywhere and anytime you want music.
PLEASE NOTE: Before use please fully charge the headphone with the supplied cable as well as make sure your device is fully updated to the latest Bluetooth version</p>",,,,,,,
liteelectronicsltd,EARPHONE JBL TUNE 750BT NC (Black),Piece,1,jbl,electronic-accessori,audio,,5188,0,,,,,,5,,10080,,active,,"<p>JBL TUNE 750BTNC wireless headphones feature powerful JBL Pure Bass Sound and active noise-cancelling for punchy bass and an immersive audio experience. 
The lightweight over-ear design offers maximum comfort and sound quality while ready to travel everywhere you go with its compact foldable competence. 
Up to 15 hours of battery life which recharge in only 2 hours enables noise-free, wireless playback. Allowing connection with two Bluetooth® devices simultaneously,
the multipoint connection makes sure you won't miss a call on your phone while streaming videos on your tablet. Keep your music playing endlessly with the included detachable audio cable which extends the noise-cancellation capability 
up to 30 hours. JBL TUNE 750BTNC comes in various colors matching your personal style.</p>",,,,,,,
liteelectronicsltd,EARPHONE JBL V750 Next (Silver),Piece,1,jbl,electronic-accessori,audio,,9565,0,,,,,,5,,10080,,active,,"<p>Driver Sensitivity: 92db@1khz, 1mw
Maximum: Spl104db
Microphone Sensitivity: @ 1 Khz Db V/pa-42
Impedance: 16ohm
Bluetooth Max Output Power: 4dbm
Bluetooth Profiles: Hfp V1.6, Hsp V1.2, A2dp V1.2, Avrcp V1.4
Bluetooth Version: V4.0
Bluetooth Transmitted Modulation: Gfsk, ?/4-dqpsk, 8dpsk
Bluetooth Frequency: 2.402ghz-2.48ghz
Battery Type: Polymer Li-ion Battery (3.7v, 850mah)
Charging Time: 3 Hours
Music Play Time With Anc on and Bluetooth on: Up to 15 Hours
Music Play Time With Anc Off and Bluetooth on: Up to 20 Hours</p>",,,,,,,
liteelectronicsltd,Headphone JBL Quantum 100 (Black),Piece,1,jbl,electronic-accessori,audio,,18115,0,,,,,,5,,10080,,active,,"<p>Turn your game into an epic event. Featuring JBL QuantumSOUND Signature, 
the JBL Quantum 100 headset puts you in the center of the action. Own the game with the immersive and accurate sound that lets you hear the tiniest details and feel every explosion,
 a voice focus detachable boom mic for clear communications and lightweight,
 memory-foam comfort. The detachable boom mic enables clear multiplayer interactions while memory foam cushions let you game in comfort for hours. 
Make your game experience with the JBL Quantum 100 headset.</p>
",,,,,,,
liteelectronicsltd,Headphone JBL Quantum 200 (Black),Piece,1,jbl,electronic-accessori,audio,,4989,0,,,,,,5,,10080,,active,,"JBL Quantum 200 Wired Over-Ear Gaming Headphone with Flip-up Mic
JBL Quantum 200 Wired Over-Ear Gaming Headphone with Flip-up Mic puts you right in the middle of the action featuring the JBL QuantumSOUND Signature. It is Immersive and accurate so that you can hear even the tiniest details, the headphone equips you with all you need to own every battle. It has a voice focus echo-cancelling boom mic with flip-up mute enables clear multiplayer interactions while memory foam cushions let you game in comfort for hours. The premium materials ensure durability through time and wear. It has no warranty.",,,,,,,
liteelectronicsltd,Headphone JBL Quantum 600 (Black),Piece,1,jbl,electronic-accessori,audio,,6865,0,,,,,,5,,10080,,active,,"<p>Turn your game into an epic event. Featuring JBL QuantumSOUND Signature, 
the JBL Quantum 100 headset puts you in the center of the action. Own the game with the immersive and accurate sound that lets you hear the tiniest details and feel every explosion,
 a voice focus detachable boom mic for clear communications and lightweight,
 memory-foam comfort. The detachable boom mic enables clear multiplayer interactions while memory foam cushions let you game in comfort for hours. 
Make your game experience with the JBL Quantum 100 headset.</p>",,,,,,,
liteelectronicsltd,EARPHONE JBL Endurance DIVE BT (Bnl),Piece,1,jbl,electronic-accessori,audio,,18115,0,,,,,,5,,10080,,active,,"The earphones have an IPX7 rating, meaning they can be fully submerged in water up to one meter without issue. Obviously, they can also withstand sweat, rain, and being rinsed off. As mentioned, you can technically take these for a swim, too, but without the built-in memory storage of JBL's Endurance Dive earphones, which cost an extra $20, you'll need a Bluetooth device nearby.",,,,,,,
liteelectronicsltd,EARPHONE JBL Endurance JUMP BT (Black),Piece,1,jbl,electronic-accessori,audio,,6869,0,,,,,,5,,10080,,active,,"JBL Endurance JUMP headphones have your back when it’s time to take your workout leaps and bounds ahead. Guaranteed never to hurt or fall out, these buds let you turn on the energy – instantly. Slip on the PowerHook™ design and they automatically power on. Move in confidence with a wireless neckband and TwistLock™ ear tips. Endure the elements with IPX7 waterproofing and up to 8-hours of battery life. And if that’s not enough, be ready for more in a few minutes thanks to a convenient Speed Charge battery.",,,,,,,
liteelectronicsltd,EARPHONE JBL Endurance SPRINT BT (Black),Piece,1,jbl,electronic-accessori,audio,,5489,0,,,,,,5,,10080,,active,,"<p>Never Hurt. Never Fall Out
Let nothing stop your workout. Wireless and IPX7 waterproof, the JBL Endurance SPRINT headphones are always up for a run, and with Speed Charge you can get up to an hour of listening time after charging the 8hr (max) battery for just 10 minutes. Supremely comfortable with FlexSoft™ ear tips and TwistLock™ technology, these secure fit buds were designed from the ground up to amplify your workout. They’re guaranteed never to hurt or fall out, while touch controls let you easily manage music and MagHook™ lets you secure them conveniently close at hand when you’re done using them.</p>

",,,,,,,
liteelectronicsltd,HEADPHONR JBL Reflect Contuor 2 BT (Green),Piece,1,jbl,electronic-accessori,audio,,3739,0,,,,,,5,,10080,,active,,"<p>Never Hurt. Never Fall Out
Let nothing stop your workout. Wireless and IPX7 waterproof, the JBL Endurance SPRINT headphones are always up for a run, and with Speed Charge you can get up to an hour of listening time after charging the 8hr (max) battery for just 10 minutes. Supremely comfortable with FlexSoft™ ear tips and TwistLock™ technology, these secure fit buds were designed from the ground up to amplify your workout. They’re guaranteed never to hurt or fall out, while touch controls let you easily manage music and MagHook™ lets you secure them conveniently close at hand when you’re done using them.</p>

",,,,,,,
liteelectronicsltd,Earphone JBL Reflect Mini 2  BT (Green),Piece,1,jbl,electronic-accessori,audio,,6239,0,,,,,,5,,10080,,active,,"<p>?? Type: Sweatproof Wireless Sports in-ear Headphone

?? Connectivity: Wireless

?? Frequency Response: 10hz-22khz

?? Battery: Rechargeable Lithium Lon Cylindrical Cell(3.7v 2x85 Mah)

?? Color: Green 

?? Driver Size: 5.8mm Dynamic Driver

?? Headphone Cable Length (Ft): 1.64

?? Ear Tip Material: Silicon

?? Bluetooth Version: 4.2

?? Dynamic Frequency Response Range (Hz): 2.402-2.480ghz

?? Charging Time (Hours From Empty): 2 Hours

?? Speed Charging Time (Hours): 2.0, Ma

Features

?? Rechargeable Battery

?? Jbl Signature Sound

?? 3-button Remote/ Mic

?? in-ear, Reflective Cable

?? Sweat Proof

?? Wireless

?? Hands-free Call

?? Carrying Pouch

?? Siri/ Google Now

?? 10-hour Battery Life With Speed Charge

?? Lightweight

?? 3-button Remote With Microphone and Vo

6 Month Warranty.</p>
",,,,,,,
liteelectronicsltd,JBL T115BT (Blue),Piece,1,jbl,electronic-accessori,audio,,5869,0,,,,,,5,,10080,,active,,"<p>Product Type: Earphone
Main Feature
Frequency Dynamic frequency response range (Hz)20Hz–20kHz
Bluetooth frequency 2.402GHz-2.48GHz
Impedance 16.0 ohms
Sound level/Sensitivity -20dB
Power Output Battery TypeLithium-ion polymer (3.7V, 120mAh)
Charging time (hours from empty)2
Speed Charging time (hours)2.0
Talk time (hours)7
Connection Type Wireless Bluetooth
Physical Specification
Cable length No
Drivers Driver size (mm)10.0
Number of drivers per ear1.0
Warranty: 6 Months.</p>
",,,,,,,
